[ 2947 ,  677 635 627] shixi 1
[   2 ,  421 243 567] [326 R] Node  2 收到本层数据包并传往上层 
[   2 ,  423 100 927] shixi 327
[   2 ,  427  19  55] [327 T] Node  2->  1  
[   2 ,  428 590 927] shixi 328
[   2 ,  430 457 645] shixi 329
[   2 ,  432 687 452] shixi 330
[   2 ,  435 528 420] shixi 331
[   2 ,  437 694 560] shixi 332
[   2 ,  440 142 920] 时隙:22-------------------------------------------------------------------------------
[   2 ,  441  57 365] shixi 333
[   2 ,  442 729 672] shixi 334
[   2 ,  445 282 392] shixi 335
[   2 ,  447 733  37] shixi 336
[   2 ,  451 258 652] [336 T] Node  2->  1  
[   2 ,  453  62 645] shixi 337
[   2 ,  455 528 565] [337 T] Node  2->  1  
[   2 ,  457 703  32] shixi 338
[   2 ,  460 553 550] 时隙:23-------------------------------------------------------------------------------
[   2 ,  461  46 960] [338 T] Node  2->  1  
[   2 ,  463 115 845] shixi 339
[   2 ,  465 524 152] [339 R] Node  2 收到本层数据包并传往上层 
[   2 ,  467 749 552] shixi 340
[   2 ,  471 541 975] [340 T] Node  2->  1  
[   2 ,  474 107 140] shixi 341
[   2 ,  475 740 480] [341 R] Node  2 收到本层数据包并传往上层 
[   2 ,  477  55 367] shixi 342
[   2 ,  478 519 790] [342 R] Node  2 收到本层数据包并传往上层 
[   2 ,  480 519 195] 时隙:24-------------------------------------------------------------------------------
[   2 ,  481 525 187] shixi 343
[   2 ,  483 208 192] [343 T] Node  2->  1  
[   2 ,  484 551 130] shixi 344
[   2 ,  485 749  47] [344 R] Node  2 收到本层数据包并传往上层 
[   2 ,  487 730  40] shixi 345
[   2 ,  490 501 282] [345 R] Node  2 收到本层数据包并传往上层 
[   2 ,  491 555 395] shixi 346
[   2 ,  493 255 767] [346 R] Node  2 收到本层数据包并传往上层 
[   2 ,  494 695 515] shixi 347
[   2 ,  498 579 132] [347 R] Node  2 收到本层数据包并传往上层 
[   2 ,  500 208 440] shixi 348
[   2 ,  501 217 960] 时隙:25-------------------------------------------------------------------------------
[   2 ,  502 811 565] shixi 349
[   2 ,  505 278 677] shixi 350
[   2 ,  508  65 682] shixi 351
[   2 ,  510 232 725] shixi 352
[   2 ,  513 216 690] shixi 353
[   2 ,  515 307 675] shixi 354
[   2 ,  518 175 577] shixi 355
[   2 ,  520  74 300] 时隙:26-------------------------------------------------------------------------------
[   2 ,  521 343 682] shixi 356
[   2 ,  523 200 442] [356 R] Node  2 收到本层数据包并传往上层 
[   2 ,  523 937 932] NODE  2 此时未收到状态调整信息
[   2 ,  526 122 470] shixi 357
[   2 ,  527 838 667] [357 T] Node  2->  1  
[   2 ,  529 845 752] shixi 358
[   2 ,  533 721 767] [358 T] Node  2->  1  
[   2 ,  535 330  35] shixi 359
[   2 ,  538 537 120] [359 T] Node  2->  1  
[   2 ,  540 245 832] 时隙:27-------------------------------------------------------------------------------
[   2 ,  540 563   5] 网络层管控信息通告
[   2 ,  540 578 860] 网管信道队列业务为空
[   2 ,  541 594 915] shixi 360
[   2 ,  543 500 905] [360 T] Node  2->  1  
[   2 ,  545 724 177] shixi 361
[   2 ,  548 112 162] [361 T] Node  2->  1  
[   2 ,  550 604  55] shixi 362
[   2 ,  553 247  77] [362 T] Node  2->  1  
[   2 ,  555 236 307] shixi 363
[   2 ,  558 206 245] [363 R] Node  2 收到本层数据包并传往上层 
[   2 ,  559 680 462] shixi 364
[   2 ,  560 248 680] 时隙:28-------------------------------------------------------------------------------
[   2 ,  561 781 342] [364 T] Node  2->  1  
[   2 ,  564  12 872] shixi 365
[   2 ,  565 547 380] [365 R] Node  2 收到本层数据包并传往上层 
[   2 ,  568  15 715] shixi 366
[   2 ,  570 807 705] [366 T] Node  2->  1  
[   2 ,  573 532 620] shixi 367
[   2 ,  575 842 350] [367 T] Node  2->  1  
[   2 ,  577 117 110] shixi 368
[   2 ,  580 188 907] 时隙:29-------------------------------------------------------------------------------
[   2 ,  581  70 112] shixi 369
[   2 ,  582 597 135] shixi 370
[   2 ,  585  97  65] shixi 371
[   2 ,  587 777 172] shixi 372
[   2 ,  590 692 440] shixi 373
[   2 ,  593 263 225] shixi 374
[   2 ,  595 477 230] shixi 375
[   2 ,  597 765 810] shixi 376
[   2 ,  600 710 180] 时隙:30-------------------------------------------------------------------------------
[   2 ,  601 655 470] [376 T] Node  2->  1  
[   2 ,  604 137 930] shixi 377
[   2 ,  605 777 422] [377 T] Node  2->  1  
[   2 ,  608  60 272] shixi 378
[   2 ,  611 155 215] [378 T] Node  2->  1  
[   2 ,  613 529 665] shixi 379
[   2 ,  615 252 557] [379 R] Node  2 收到本层数据包并传往上层 
[   2 ,  616 655 702] shixi 380
[   2 ,  618 557   5] [380 T] Node  2->  1  
[   2 ,  620 303 607] 时隙:31-------------------------------------------------------------------------------
[   2 ,  621 466 195] shixi 381
[   2 ,  623 324 347] [381 T] Node  2->  1  
[   2 ,  625 272 237] shixi 382
[   2 ,  628 204 830] [382 T] Node  2->  1  
[   2 ,  630 721 405] shixi 383
[   2 ,  633 212 572] [383 T] Node  2->  1  
[   2 ,  634 553 620] shixi 384
[   2 ,  638  50 270] [384 R] Node  2 收到本层数据包并传往上层 
[   2 ,  639 537 855] shixi 385
[   2 ,  640 182 905] 时隙:32-------------------------------------------------------------------------------
[   2 ,  640 822 582] [385 R] Node  2 收到本层数据包并传往上层 
[   2 ,  643 192 222] shixi 386
[   2 ,  653 748 690] [386 R] Node  2 收到本层数据包并传往上层 
[   2 ,  656  77 372] shixi 387
[   2 ,  658 715 892] [387 T] Node  2->  1  
[   2 ,  660 255 307] 时隙:33-------------------------------------------------------------------------------
[   2 ,  661 730 237] 本次发送合包
[   2 ,  668  65 980] shixi 388
[   2 ,  670 742 977] shixi 389
[   2 ,  673  87 327] shixi 390
[   2 ,  675 181 277] shixi 391
[   2 ,  678 144 602] shixi 392
[   2 ,  680 312 490] 时隙:34-------------------------------------------------------------------------------
[   2 ,  681 146 700] shixi 393
[   2 ,  682 744  72] shixi 394
[   2 ,  685 830 462] shixi 395
[   2 ,  687 777 147] shixi 396
[   2 ,  690 713 605] [396 T] Node  2->  1  
[   2 ,  692  47 412] shixi 397
[   2 ,  693 312 387] [397 R] Node  2 收到本层数据包并传往上层 
[   2 ,  694 819 812] shixi 398
[   2 ,  698  62 635] [398 T] Node  2->  1  
[   2 ,  700 226 160] 时隙:35-------------------------------------------------------------------------------
[   2 ,  700 834 660] shixi 399
[   2 ,  703 563  82] [399 T] Node  2->  1  
[   2 ,  704 738 642] shixi 0
[   2 ,  705 655 520] shixi 1
[   2 ,  708 209 760] [1 R] Node  2 收到本层数据包并传往上层 
[   2 ,  710 297 130] shixi 2
[   2 ,  713 318  45] [2 R] Node  2 收到本层数据包并传往上层 
[   2 ,  715 269  22] shixi 3
[   2 ,  718 286 992] [3 R] Node  2 收到本层数据包并传往上层 
[   2 ,  721 183 755] 时隙:36-------------------------------------------------------------------------------
[   2 ,  721 608 750] shixi 4
[   2 ,  723  51 787] [4 R] Node  2 收到本层数据包并传往上层 
[   2 ,  724 533 905] shixi 5
[   2 ,  727 317 115] [5 R] Node  2 收到本层数据包并传往上层 
[   2 ,  729 579 222] shixi 6
[   2 ,  730 582 967] [6 R] Node  2 收到本层数据包并传往上层 
[   2 ,  733 517 857] shixi 7
[   2 ,  735 659 377] [7 R] Node  2 收到本层数据包并传往上层 
[   2 ,  737  57 797] shixi 8
[   2 ,  738 995 292] [8 R] Node  2 收到本层数据包并传往上层 
[   2 ,  740 252 872] 时隙:37-------------------------------------------------------------------------------
[   2 ,  760 318 717] 时隙:38-------------------------------------------------------------------------------
[   2 ,  763 594  95] shixi 9
[   2 ,  765 845 842] [9 R] Node  2 收到本层数据包并传往上层 
[   2 ,  768  83 177] shixi 10
[   2 ,  770 575 605] shixi 11
[   2 ,  773 185 437] shixi 12
[   2 ,  775 531 785] shixi 13
[   2 ,  778 236 772] shixi 14
[   2 ,  780 244 875] 时隙:39-------------------------------------------------------------------------------
[   2 ,  781 183  95] shixi 15
[   2 ,  782 808 865] shixi 16
[   2 ,  786   1 422] [16 R] Node  2 收到本层数据包并传往上层 
[   2 ,  787 753 275] shixi 17
[   2 ,  790 248 385] shixi 18
[   2 ,  793  26 247] shixi 19
[   2 ,  795 597 847] shixi 20
[   2 ,  798  50 220] shixi 21
[   2 ,  800 565 770] 时隙:40-------------------------------------------------------------------------------
[   2 ,  801 187 682] shixi 22
[   2 ,  803  22 292] shixi 23
[   2 ,  805 177 447] shixi 24
[   2 ,  808 188 795] shixi 25
[   2 ,  810 582 570] shixi 26
[   2 ,  813  31 782] [26 T] Node  2->  1  
[   2 ,  815 720 357] 本次发送合包
[   2 ,  820  73 212] 时隙:41-------------------------------------------------------------------------------
[   2 ,  821 597 610] shixi 27
[   2 ,  823 175 165] [27 T] Node  2->  1  
[   2 ,  825 610 387] shixi 28
[   2 ,  827 737 935] shixi 29
[   2 ,  830 560 747] shixi 30
[   2 ,  832 577  55] shixi 31
[   2 ,  835 274 270] shixi 32
[   2 ,  837 819 885] shixi 33
[   2 ,  840 234  15] 时隙:42-------------------------------------------------------------------------------
[   2 ,  841 332 627] shixi 34
[   2 ,  842 763 255] shixi 35
[   2 ,  845 305 865] shixi 36
[   2 ,  848 547 452] [36 T] Node  2->  1  
[   2 ,  851 224 352] shixi 37
[   2 ,  853 186 382] [37 T] Node  2->  1  
[   2 ,  854 248 680] shixi 38
[   2 ,  855 584 395] [38 T] Node  2->  1  
[   2 ,  857 227 867] shixi 39
[   2 ,  860 257 505] 时隙:43-------------------------------------------------------------------------------
[   2 ,  861  90 797] [39 T] Node  2->  1  
[   2 ,  862 754 312] shixi 40
[   2 ,  866 120  15] [40 R] Node  2 收到本层数据包并传往上层 
[   2 ,  868 297 650] shixi 41
[   2 ,  870 724  85] [41 T] Node  2->  1  
[   2 ,  872 189 642] shixi 42
[   2 ,  876 191 952] [42 R] Node  2 收到本层数据包并传往上层 
[   2 ,  879 276 427] shixi 43
[   2 ,  880 320 565] 时隙:44-------------------------------------------------------------------------------
[   2 ,  883 623 685] [43 R] Node  2 收到本层数据包并传往上层 
[   2 ,  887  52 497] shixi 44
[   2 ,  888 909  25] [44 T] Node  2->  1  
[   2 ,  891 232  72] shixi 45
[   2 ,  893 542 655] [45 T] Node  2->  1  
[   2 ,  895 838 947] shixi 46
[   2 ,  898 236 802] [46 T] Node  2->  1  
[   2 ,  900 488 132] 时隙:45-------------------------------------------------------------------------------
[   2 ,  901 590 242] shixi 47
[   2 ,  903 213 547] [47 R] Node  2 收到本层数据包并传往上层 
[   2 ,  904  77 352] shixi 48
[   2 ,  905 593  25] shixi 49
[   2 ,  908  78 410] shixi 50
[   2 ,  910 669 765] shixi 51
[   2 ,  913 116  45] shixi 52
[   2 ,  915 207 760] shixi 53
[   2 ,  918  36 945] shixi 54
[   2 ,  920 125 220] 时隙:46-------------------------------------------------------------------------------
[   2 ,  921 616  87] shixi 55
[   2 ,  923  82 387] shixi 56
[   2 ,  925 577 180] [56 R] Node  2 收到本层数据包并传往上层 
[   2 ,  927 842 332] shixi 57
[   2 ,  931  65 287] [57 T] Node  2->  1  
[   2 ,  933 847 512] shixi 58
[   2 ,  935 817 937] [58 R] Node  2 收到本层数据包并传往上层 
[   2 ,  937 231  85] shixi 59
[   2 ,  938  89 182] [59 T] Node  2->  1  
[   2 ,  940 540 292] 时隙:47-------------------------------------------------------------------------------
[   2 ,  941 262 202] shixi 60
[   2 ,  943 644 510] [60 R] Node  2 收到本层数据包并传往上层 
[   2 ,  945 487 372] shixi 61
[   2 ,  948 583 707] [61 R] Node  2 收到本层数据包并传往上层 
[   2 ,  950 737 222] shixi 62
[   2 ,  953 269  40] [62 R] Node  2 收到本层数据包并传往上层 
[   2 ,  954 335 605] shixi 63
[   2 ,  955 755 285] [63 R] Node  2 收到本层数据包并传往上层 
[   2 ,  957 772 780] shixi 64
[   2 ,  960  83 445] 时隙:48-------------------------------------------------------------------------------
[   2 ,  960 757 155] [64 T] Node  2->  1  
[   2 ,  962 817 507] shixi 65
[   2 ,  966  55 727] [65 R] Node  2 收到本层数据包并传往上层 
[   2 ,  967  35 615] shixi 66
[   2 ,  970 646 225] [66 T] Node  2->  1  
[   2 ,  973 240 357] shixi 67
[   2 ,  976 172 997] [67 T] Node  2->  1  
[   2 ,  979 221 660] shixi 68
[   2 ,  980 780 947] 时隙:49-------------------------------------------------------------------------------
[   2 ,  982 744  97] shixi 69
[   2 ,  985 274 707] shixi 70
[   2 ,  988 171 770] shixi 71
[   2 ,  990 313 100] shixi 72
[   2 ,  993 294  62] shixi 73
[   2 ,  995 545 627] shixi 74
[   2 ,  998 112 205] shixi 75
[   3 ,    0 347 967] 时隙: 0-------------------------------------------------------------------------------
[   3 ,    1  35 257] shixi 76
[   3 ,    2 969 895] NODE  2 此时未收到状态调整信息
[   3 ,    3 679  55] [76 T] Node  2->  1  
[   3 ,    6  42 907] shixi 77
[   3 ,    8  71 107] [77 T] Node  2->  1  
[   3 ,    9 748 712] shixi 78
[   3 ,   13  96 407] [78 T] Node  2->  1  
[   3 ,   14 666 232] shixi 79
[   3 ,   19 181 652] [79 R] Node  2 收到本层数据包并传往上层 
[   3 ,   20 270 577] 时隙: 1-------------------------------------------------------------------------------
[   3 ,   23  24 195] NODE  2 收到网管节点飞行状态信息
[   3 ,   23 523 127] shixi 80
[   3 ,   25 119 492] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   3 ,   25 709 385] [80 R] Node  2 收到本层数据包并传往上层 
[   3 ,   28 194  22] shixi 81
[   3 ,   30 242 452] [81 R] Node  2 收到本层数据包并传往上层 
[   3 ,   32  40 540] shixi 82
[   3 ,   32 829 112] [82 T] Node  2->  1  
[   3 ,   35 245 447] shixi 83
[   3 ,   38  94 842] [83 R] Node  2 收到本层数据包并传往上层 
[   3 ,   40 541 977] shixi 84
[   3 ,   40 828 305] 时隙: 2-------------------------------------------------------------------------------
[   3 ,   43 535 722] NODE  2 发送飞行状态信息
[   3 ,   44 593 237] [84 T] Node  2->  1  
[   3 ,   46 840 755] shixi 85
[   3 ,   48 223 430] [85 R] Node  2 收到本层数据包并传往上层 
[   3 ,   51 612 267] shixi 86
[   3 ,   53 156  12] [86 T] Node  2->  1  
[   3 ,   55 593 922] shixi 87
[   3 ,   58 643 712] [87 R] Node  2 收到本层数据包并传往上层 
[   3 ,   60  89  40] 时隙: 3-------------------------------------------------------------------------------
[   3 ,   62 285 652] shixi 88
[   3 ,   65 566 540] shixi 89
[   3 ,   68  45 675] shixi 90
[   3 ,   70 564 642] shixi 91
[   3 ,   73  92 292] shixi 92
[   3 ,   75 523 642] shixi 93
[   3 ,   77 740 752] shixi 94
[   3 ,   80  82 485] 时隙: 4-------------------------------------------------------------------------------
[   3 ,   81  42 755] shixi 95
[   3 ,   83   0 335] shixi 96
[   3 ,   85 500 865] [96 T] Node  2->  1  
[   3 ,   87 177 797] shixi 97
[   3 ,   91 140 125] [97 T] Node  2->  1  
[   3 ,   93 542 857] shixi 98
[   3 ,   95 220  95] [98 R] Node  2 收到本层数据包并传往上层 
[   3 ,   96 674 390] shixi 99
[   3 ,   98 139 342] [99 T] Node  2->  1  
[   3 ,   99 677  62] shixi 100
[   3 ,  100 572 620] 时隙: 5-------------------------------------------------------------------------------
[   3 ,  103 327 642] [100 R] Node  2 收到本层数据包并传往上层 
[   3 ,  105 305 687] shixi 101
[   3 ,  108 180 860] [101 T] Node  2->  1  
[   3 ,  110 951 192] shixi 102
[   3 ,  113  88 687] [102 T] Node  2->  1  
[   3 ,  114 598 925] shixi 103
[   3 ,  118  67 240] [103 T] Node  2->  1  
[   3 ,  119 628 995] shixi 104
[   3 ,  120 132 745] 时隙: 6-------------------------------------------------------------------------------
[   3 ,  121 241 855] [104 T] Node  2->  1  
[   3 ,  123  50 890] shixi 105
[   3 ,  125 774 920] [105 T] Node  2->  1  
[   3 ,  127 225 707] shixi 106
[   3 ,  128 523 927] [106 R] Node  2 收到本层数据包并传往上层 
[   3 ,  130 283 520] shixi 107
[   3 ,  133 603 235] [107 R] Node  2 收到本层数据包并传往上层 
[   3 ,  136 252 205] shixi 108
[   3 ,  137 604 207] shixi 109
[   3 ,  140  77 327] 时隙: 7-------------------------------------------------------------------------------
[   3 ,  141  59 817] shixi 110
[   3 ,  143  52 430] shixi 111
[   3 ,  145 714 835] shixi 112
[   3 ,  147 775 912] shixi 113
[   3 ,  150 601 802] shixi 114
[   3 ,  152 596  27] shixi 115
[   3 ,  155 333 417] shixi 116
[   3 ,  158 316 935] [116 T] Node  2->  1  
[   3 ,  160 251 380] 时隙: 8-------------------------------------------------------------------------------
[   3 ,  162 809 810] shixi 117
[   3 ,  165 539 130] [117 T] Node  2->  1  
[   3 ,  166 693 602] shixi 118
[   3 ,  169 317 825] [118 T] Node  2->  1  
[   3 ,  171 763 227] shixi 119
[   3 ,  173 270 232] [119 R] Node  2 收到本层数据包并传往上层 
[   3 ,  174 559 115] shixi 120
[   3 ,  175 269 337] [120 R] Node  2 收到本层数据包并传往上层 
[   3 ,  178  36 130] shixi 121
[   3 ,  180 194   0] 时隙: 9-------------------------------------------------------------------------------
[   3 ,  181 573 965] [121 T] Node  2->  1  
[   3 ,  184 274 555] shixi 122
[   3 ,  185 765 665] [122 T] Node  2->  1  
[   3 ,  187 599 980] shixi 123
[   3 ,  190 817 832] [123 T] Node  2->  1  
[   3 ,  191 670 465] shixi 124
[   3 ,  193 198 500] [124 R] Node  2 收到本层数据包并传往上层 
[   3 ,  194 357 707] shixi 125
[   3 ,  195 597 420] [125 R] Node  2 收到本层数据包并传往上层 
[   3 ,  197 793 465] shixi 126
[   3 ,  200  95 502] 时隙:10-------------------------------------------------------------------------------
[   3 ,  201 280 520] [126 R] Node  2 收到本层数据包并传往上层 
[   3 ,  203 127 915] shixi 127
[   3 ,  205 559 952] [127 T] Node  2->  1  
[   3 ,  207 284 232] shixi 128
[   3 ,  210 546 452] shixi 129
[   3 ,  212 804 920] shixi 130
[   3 ,  215 230 137] shixi 131
[   3 ,  218  67 595] shixi 132
[   3 ,  220 655 267] 时隙:11-------------------------------------------------------------------------------
[   3 ,  221 605 105] shixi 133
[   3 ,  222 607 107] shixi 134
[   3 ,  225 201 492] shixi 135
[   3 ,  227 787 457] shixi 136
[   3 ,  230 691 362] [136 R] Node  2 收到本层数据包并传往上层 
[   3 ,  232 642 707] shixi 137
[   3 ,  235 681 467] [137 R] Node  2 收到本层数据包并传往上层 
[   3 ,  237 703 505] shixi 138
[   3 ,  240 322 887] 时隙:12-------------------------------------------------------------------------------
[   3 ,  241 708 695] [138 T] Node  2->  1  
[   3 ,  244 112 997] shixi 139
[   3 ,  246  69  82] [139 R] Node  2 收到本层数据包并传往上层 
[   3 ,  247 203 222] shixi 140
[   3 ,  250 627 172] [140 T] Node  2->  1  
[   3 ,  252 773 390] shixi 141
[   3 ,  255 462  37] [141 R] Node  2 收到本层数据包并传往上层 
[   3 ,  257 455 732] shixi 142
[   3 ,  260 196 697] 时隙:13-------------------------------------------------------------------------------
[   3 ,  260 816  90] [142 R] Node  2 收到本层数据包并传往上层 
[   3 ,  263 369  85] shixi 143
[   3 ,  265 734 855] [143 R] Node  2 收到本层数据包并传往上层 
[   3 ,  268  86  52] shixi 144
[   3 ,  270 681 635] [144 R] Node  2 收到本层数据包并传往上层 
[   3 ,  272  10  55] shixi 145
[   3 ,  275 222 795] [145 R] Node  2 收到本层数据包并传往上层 
[   3 ,  277 311 345] shixi 146
[   3 ,  280 203 960] 时隙:14-------------------------------------------------------------------------------
[   3 ,  281 569 315] [146 R] Node  2 收到本层数据包并传往上层 
[   3 ,  283 897 282] shixi 147
[   3 ,  286 212 110] [147 R] Node  2 收到本层数据包并传往上层 
[   3 ,  289 379  85] shixi 148
[   3 ,  292 748 250] shixi 149
[   3 ,  295 288 535] shixi 150
[   3 ,  297 805 932] shixi 151
[   3 ,  300  97 465] 时隙:15-------------------------------------------------------------------------------
[   3 ,  301 105 715] shixi 152
[   3 ,  302 747 345] shixi 153
[   3 ,  305 298 420] shixi 154
[   3 ,  307 720 650] shixi 155
[   3 ,  310 229 437] shixi 156
[   3 ,  313 231  55] [156 T] Node  2->  1  
[   3 ,  314 575  22] shixi 157
[   3 ,  318 986 360] [157 R] Node  2 收到本层数据包并传往上层 
[   3 ,  320 126 165] 时隙:16-------------------------------------------------------------------------------
[   3 ,  321 517 495] shixi 158
[   3 ,  323 174 710] [158 R] Node  2 收到本层数据包并传往上层 
[   3 ,  324 605 590] shixi 159
[   3 ,  325 287 157] [159 T] Node  2->  1  
[   3 ,  326 679 135] shixi 160
[   3 ,  327 773 222] [160 T] Node  2->  1  
[   3 ,  332 175 395] shixi 161
[   3 ,  335 541 430] [161 R] Node  2 收到本层数据包并传往上层 
[   3 ,  336 712 775] shixi 162
[   3 ,  338 182 817] [162 T] Node  2->  1  
[   3 ,  340 188 950] 时隙:17-------------------------------------------------------------------------------
[   3 ,  341 551 865] shixi 163
[   3 ,  342 945 627] [163 R] Node  2 收到本层数据包并传往上层 
[   3 ,  345 126 430] shixi 164
[   3 ,  348 452 927] [164 R] Node  2 收到本层数据包并传往上层 
[   3 ,  351 574 917] shixi 165
[   3 ,  352 696 732] [165 R] Node  2 收到本层数据包并传往上层 
[   3 ,  354 642 222] shixi 166
[   3 ,  355 290 830] [166 T] Node  2->  1  
[   3 ,  357 256  62] shixi 167
[   3 ,  360 824 585] 时隙:18-------------------------------------------------------------------------------
[   3 ,  362 241 487] [167 T] Node  2->  1  
[   3 ,  365 288 977] shixi 168
[   3 ,  367 702 545] shixi 169
[   3 ,  370  97 705] shixi 170
[   3 ,  372 595 962] shixi 171
[   3 ,  375 579 697] shixi 172
[   3 ,  377 580 137] shixi 173
[   3 ,  380 235  90] 时隙:19-------------------------------------------------------------------------------
[   3 ,  381  45 962] shixi 174
[   3 ,  382 821 875] shixi 175
[   3 ,  385 504 535] shixi 176
[   3 ,  388   4 205] [176 T] Node  2->  1  
[   3 ,  391  61  40] shixi 177
[   3 ,  393 149 670] [177 R] Node  2 收到本层数据包并传往上层 
[   3 ,  396 100 672] shixi 178
[   3 ,  398 110  45] [178 R] Node  2 收到本层数据包并传往上层 
[   3 ,  400 105 627] 时隙:20-------------------------------------------------------------------------------
[   3 ,  400 627 842] shixi 179
[   3 ,  403  19 545] [179 R] Node  2 收到本层数据包并传往上层 
[   3 ,  404 811 182] shixi 180
[   3 ,  408 122 960] [180 R] Node  2 收到本层数据包并传往上层 
[   3 ,  411 214 877] shixi 181
[   3 ,  412 729 190] [181 T] Node  2->  1  
[   3 ,  415 311 625] shixi 182
[   3 ,  418 653 845] [182 T] Node  2->  1  
[   3 ,  420  61  65] 时隙:21-------------------------------------------------------------------------------
[   3 ,  422  96 407] shixi 183
[   3 ,  423 271 790] [183 T] Node  2->  1  
[   3 ,  425 139 127] shixi 184
[   3 ,  428 106 475] [184 R] Node  2 收到本层数据包并传往上层 
[   3 ,  430  24 492] shixi 185
[   3 ,  433 150 775] [185 T] Node  2->  1  
[   3 ,  434 640 402] shixi 186
[   3 ,  435 771 167] [186 R] Node  2 收到本层数据包并传往上层 
[   3 ,  438 209 307] shixi 187
[   3 ,  440 117 390] 时隙:22-------------------------------------------------------------------------------
[   3 ,  440 673 625] [187 T] Node  2->  1  
[   3 ,  443  40 892] shixi 188
[   3 ,  445 174 630] shixi 189
[   3 ,  447 783 962] shixi 190
[   3 ,  450 274 307] shixi 191
[   3 ,  453  97 977] shixi 192
[   3 ,  455 323 445] shixi 193
[   3 ,  458  96 940] shixi 194
[   3 ,  460 116 345] 时隙:23-------------------------------------------------------------------------------
[   3 ,  460 545 785] shixi 195
[   3 ,  462 694 645] shixi 196
[   3 ,  465 539  12] [196 R] Node  2 收到本层数据包并传往上层 
[   3 ,  467 632 370] shixi 197
[   3 ,  471 112 512] [197 R] Node  2 收到本层数据包并传往上层 
[   3 ,  474 111 962] shixi 198
[   3 ,  475 660 700] [198 R] Node  2 收到本层数据包并传往上层 
[   3 ,  477 586 330] shixi 199
[   3 ,  480 526 252] 时隙:24-------------------------------------------------------------------------------
[   3 ,  481 664 155] [199 T] Node  2->  1  
[   3 ,  484 249 540] shixi 200
[   3 ,  486  39 672] [200 T] Node  2->  1  
[   3 ,  487 604 587] shixi 201
[   3 ,  491  49 860] [201 R] Node  2 收到本层数据包并传往上层 
[   3 ,  492 755 940] shixi 202
[   3 ,  495 612 200] [202 R] Node  2 收到本层数据包并传往上层 
[   3 ,  496 788 395] shixi 203
[   3 ,  498 208 647] [203 T] Node  2->  1  
[   3 ,  500 534 150] 时隙:25-------------------------------------------------------------------------------
[   3 ,  501  48 912] shixi 204
[   3 ,  503 127 670] [204 R] Node  2 收到本层数据包并传往上层 
[   3 ,  505 604 360] shixi 205
[   3 ,  507 895 640] [205 R] Node  2 收到本层数据包并传往上层 
[   3 ,  510 676 310] shixi 206
[   3 ,  513 278 535] [206 T] Node  2->  1  
[   3 ,  515 597  40] shixi 207
[   3 ,  518 535 447] [207 R] Node  2 收到本层数据包并传往上层 
[   3 ,  520 190 225] 时隙:26-------------------------------------------------------------------------------
[   3 ,  522  38 892] shixi 208
[   3 ,  523 534 332] NODE  2 此时未收到状态调整信息
[   3 ,  525 243 155] shixi 209
[   3 ,  527 752 235] shixi 210
[   3 ,  530 250 567] shixi 211
[   3 ,  532 701 525] shixi 212
[   3 ,  535 286 210] shixi 213
[   3 ,  537 782 262] shixi 214
[   3 ,  540 286  90] 时隙:27-------------------------------------------------------------------------------
[   3 ,  541 292 772] shixi 215
[   3 ,  541 646 855] 网络层管控信息通告
[   3 ,  541 794 372] 网管信道队列业务为空
[   3 ,  542 640 355] shixi 216
[   3 ,  546 128 187] [216 R] Node  2 收到本层数据包并传往上层 
[   3 ,  547 919 980] shixi 217
[   3 ,  550 321 302] [217 R] Node  2 收到本层数据包并传往上层 
[   3 ,  552 346 130] shixi 218
[   3 ,  555 818 497] [218 T] Node  2->  1  
[   3 ,  557 794 567] shixi 219
[   3 ,  560 108 922] 时隙:28-------------------------------------------------------------------------------
[   3 ,  560 478 947] [219 R] Node  2 收到本层数据包并传往上层 
[   3 ,  562 822 162] shixi 220
[   3 ,  565 821 337] [220 T] Node  2->  1  
[   3 ,  568 655 697] shixi 221
[   3 ,  570 249  12] [221 T] Node  2->  1  
[   3 ,  572  49 977] shixi 222
[   3 ,  572 767 487] [222 R] Node  2 收到本层数据包并传往上层 
[   3 ,  574 825 740] shixi 223
[   3 ,  578 223 170] [223 R] Node  2 收到本层数据包并传往上层 
[   3 ,  580 222 827] 时隙:29-------------------------------------------------------------------------------
[   3 ,  581 255  55] shixi 224
[   3 ,  583 128 740] [224 R] Node  2 收到本层数据包并传往上层 
[   3 ,  584 427 702] shixi 225
[   3 ,  585 798 810] [225 T] Node  2->  1  
[   3 ,  588 266 940] shixi 226
[   3 ,  590 224 455] [226 T] Node  2->  1  
[   3 ,  592  40 587] shixi 227
[   3 ,  593  50 392] [227 T] Node  2->  1  
[   3 ,  595 514 192] shixi 228
[   3 ,  597 596 597] shixi 229
[   3 ,  600 111 397] 时隙:30-------------------------------------------------------------------------------
[   3 ,  601 599 357] shixi 230
[   3 ,  602 574 162] shixi 231
[   3 ,  605 314 310] shixi 232
[   3 ,  608 170 220] shixi 233
[   3 ,  610 168 605] shixi 234
[   3 ,  612 854 765] shixi 235
[   3 ,  615 250 692] shixi 236
[   3 ,  618 303 130] [236 T] Node  2->  1  
[   3 ,  620 266 332] 时隙:31-------------------------------------------------------------------------------
[   3 ,  621 185 500] shixi 237
[   3 ,  623  65 657] [237 R] Node  2 收到本层数据包并传往上层 
[   3 ,  624 133 797] shixi 238
